START MPC DATA
Title
  No title given
File version
 1
 
START DENSITY DATA
Self-consistent charge density in reciprocal space
 -4.2497415065804756E+00  2.6549883774078062E+00 -2.2872864082373190E+00
  4.7817074966699176E+00 -2.1296337602206492E+00 -1.7154648061779891E+00
 -4.7817074966699176E+00  2.1296337602206492E+00  1.7154648061779891E+00
 -4.2505396951318168E+00  2.6597807536502294E+00  2.2872864082373190E+00
  4.2505396951318168E+00 -2.6597807536502294E+00 -2.2872864082373190E+00
  1.5946009138723958E+00  2.6444311762974428E+00 -4.5745728164746380E+00
 -1.5946009138723958E+00 -2.6444311762974428E+00  4.5745728164746380E+00
 -1.5930045367697139E+00  2.6488826379278891E+00 -4.5745728164746380E+00
  1.5930045367697139E+00 -2.6488826379278891E+00  4.5745728164746380E+00
 -2.6571360640864321E+00 -1.5823676424119251E+00  4.5745728164746380E+00
  2.6571360640864321E+00  1.5823676424119251E+00 -4.5745728164746380E+00
 -3.7191723464558808E+00 -3.7050384837040284E+00  1.7154648061779891E+00
  3.7191723464558808E+00  3.7050384837040284E+00 -1.7154648061779891E+00
  2.6555396869837504E+00 -1.5897867451293357E+00  4.5745728164746380E+00
 -2.6555396869837504E+00  1.5897867451293357E+00 -4.5745728164746380E+00
  1.5942018195967254E+00  4.7679867911027252E+00 -2.2872864082373190E+00
 -1.5942018195967254E+00 -4.7679867911027252E+00  2.2872864082373190E+00
  1.5930045367697139E+00  2.6540159287822891E+00  4.5745728164746380E+00
 -1.5930045367697139E+00 -2.6540159287822891E+00 -4.5745728164746380E+00
  2.6555396869837504E+00  1.5919523948967709E+00  4.5745728164746380E+00
 -2.6555396869837504E+00 -1.5919523948967709E+00 -4.5745728164746380E+00
  3.7185737050423753E+00  3.7086327658858456E+00  1.7154648061779891E+00
 -3.7185737050423753E+00 -3.7086327658858456E+00 -1.7154648061779891E+00
  1.0627346973518719E+00  5.3002166521060898E+00 -1.1436432041186595E+00
 -1.0627346973518719E+00 -5.3002166521060898E+00  1.1436432041186595E+00
  1.5946009138723958E+00 -2.6584673904127354E+00 -4.5745728164746380E+00
 -1.5946009138723958E+00  2.6584673904127354E+00  4.5745728164746380E+00
  2.6571360640864321E+00 -1.5993714976141815E+00 -4.5745728164746380E+00
 -2.6571360640864321E+00  1.5993714976141815E+00  4.5745728164746380E+00
  1.5934036310453843E+00 -4.7724382527331723E+00  2.2872864082373190E+00
 -1.5934036310453843E+00  4.7724382527331723E+00 -2.2872864082373190E+00
 -1.5934036310453843E+00 -4.7727791673451474E+00 -2.2872864082373190E+00
  1.5934036310453843E+00  4.7727791673451474E+00  2.2872864082373190E+00
  1.0623356030762012E+00  5.3026128402273018E+00  1.1436432041186595E+00
 -1.0623356030762012E+00 -5.3026128402273018E+00 -1.1436432041186595E+00
 -1.0623356030762012E+00  5.3031842931930546E+00 -1.1436432041186595E+00
  1.0623356030762012E+00 -5.3031842931930546E+00  1.1436432041186595E+00
 -3.7185737050423753E+00  3.7154252275084034E+00 -1.7154648061779891E+00
  3.7185737050423753E+00 -3.7154252275084034E+00  1.7154648061779891E+00
 -1.0627346973518719E+00  5.3055804813142666E+00  1.1436432041186595E+00
  1.0627346973518719E+00 -5.3055804813142666E+00 -1.1436432041186595E+00
 -1.5942018195967254E+00  4.7772306289755946E+00  2.2872864082373190E+00
  1.5942018195967254E+00 -4.7772306289755946E+00 -2.2872864082373190E+00
 -4.7818072702388346E+00 -1.5817961894461721E+00  2.2872864082373190E+00
  4.7818072702388346E+00  1.5817961894461721E+00 -2.2872864082373190E+00
  3.7191723464558808E+00 -3.7190195096902205E+00 -1.7154648061779891E+00
 -3.7191723464558808E+00  3.7190195096902205E+00  1.7154648061779891E+00
  4.7810090816874942E+00  1.5865885656885952E+00  2.2872864082373190E+00
 -4.7810090816874942E+00 -1.5865885656885952E+00 -2.2872864082373190E+00
  2.1257687154104965E+00  3.1745781697270221E+00 -4.0027512144153086E+00
 -2.1257687154104965E+00 -3.1745781697270221E+00  4.0027512144153086E+00
  4.7810090816874942E+00 -1.5951505743375114E+00  2.2872864082373190E+00
 -4.7810090816874942E+00  1.5951505743375114E+00 -2.2872864082373190E+00
  1.5938027253210549E+00  5.3006728358949546E+00  0.0000000000000000E+00
 -1.5938027253210549E+00 -5.3006728358949546E+00  0.0000000000000000E+00
 -2.1255691682726612E+00 -4.2363559771296639E+00  2.8591080102966488E+00
  2.1255691682726612E+00  4.2363559771296639E+00 -2.8591080102966488E+00
  5.3128752982080183E+00  1.0519625165640192E+00 -1.1436432041186595E+00
 -5.3128752982080183E+00 -1.0519625165640192E+00  1.1436432041186595E+00
  5.3124762039323477E+00  1.0543587046852307E+00  1.1436432041186595E+00
 -5.3124762039323477E+00 -1.0543587046852307E+00 -1.1436432041186595E+00
 -3.1883038656245328E+00 -2.1125146358415048E+00  4.0027512144153086E+00
  3.1883038656245328E+00  2.1125146358415048E+00 -4.0027512144153086E+00
 -2.1243718854456497E+00  3.1805134519009508E+00 -4.0027512144153086E+00
  2.1243718854456497E+00 -3.1805134519009508E+00  4.0027512144153086E+00
  4.7818072702388346E+00 -1.5999429505799345E+00 -2.2872864082373190E+00
 -4.7818072702388346E+00  1.5999429505799345E+00  2.2872864082373190E+00
 -2.1243718854456497E+00 -3.1829648281512624E+00 -4.0027512144153086E+00
  2.1243718854456497E+00  3.1829648281512624E+00  4.0027512144153086E+00
 -5.3124762039323477E+00  1.0668007219988405E+00 -1.1436432041186595E+00
  5.3124762039323477E+00 -1.0668007219988405E+00  1.1436432041186595E+00
  3.1869070356596865E+00  2.1209012942657450E+00  4.0027512144153086E+00
 -3.1869070356596865E+00 -2.1209012942657450E+00 -4.0027512144153086E+00
 -5.3128752982080183E+00  1.0691969101200520E+00  1.1436432041186595E+00
  5.3128752982080183E+00 -1.0691969101200520E+00 -1.1436432041186595E+00
  3.1869070356596865E+00 -2.1214175591023974E+00  4.0027512144153086E+00
 -3.1869070356596865E+00  2.1214175591023974E+00 -4.0027512144153086E+00
 -1.5938027253210549E+00  5.3051242975254018E+00  0.0000000000000000E+00
  1.5938027253210549E+00 -5.3051242975254018E+00  0.0000000000000000E+00
 -2.1245714325834850E+00  4.2422912593035917E+00 -2.8591080102966488E+00
  2.1245714325834850E+00 -4.2422912593035917E+00  2.8591080102966488E+00
 -2.1245714325834850E+00 -4.2423464474326931E+00 -2.8591080102966488E+00
  2.1245714325834850E+00  4.2423464474326931E+00  2.8591080102966488E+00
  4.2506394687007338E+00  2.1122289093586279E+00 -2.8591080102966488E+00
 -4.2506394687007338E+00 -2.1122289093586279E+00  2.8591080102966488E+00
 -2.1257687154104965E+00  3.1889001103251911E+00  4.0027512144153086E+00
  2.1257687154104965E+00 -3.1889001103251911E+00 -4.0027512144153086E+00
  4.2496417330115586E+00  2.1182193796616571E+00  2.8591080102966488E+00
 -4.2496417330115586E+00 -2.1182193796616571E+00 -2.8591080102966488E+00
  3.1883038656245328E+00 -2.1298042175266376E+00 -4.0027512144153086E+00
 -3.1883038656245328E+00  2.1298042175266376E+00  4.0027512144153086E+00
 -5.3126757510701825E+00 -1.5834504672956426E+00  0.0000000000000000E+00
  5.3126757510701825E+00  1.5834504672956426E+00  0.0000000000000000E+00
  2.1255691682726612E+00 -4.2482817296066209E+00 -2.8591080102966488E+00
 -2.1255691682726612E+00  4.2482817296066209E+00  2.8591080102966488E+00
 -4.2496417330115586E+00  2.1240994737064853E+00 -2.8591080102966488E+00
  4.2496417330115586E+00 -2.1240994737064853E+00  2.8591080102966488E+00
 -5.3126757510701825E+00  1.5982886727304639E+00  0.0000000000000000E+00
  5.3126757510701825E+00 -1.5982886727304639E+00  0.0000000000000000E+00
 -4.2506394687007338E+00  2.1300899440095145E+00  2.8591080102966488E+00
  4.2506394687007338E+00 -2.1300899440095145E+00 -2.8591080102966488E+00
 -1.0631337916275423E+00 -4.2372407506428429E+00  3.4309296123559783E+00
  1.0631337916275423E+00  4.2372407506428429E+00 -3.4309296123559783E+00
 -1.0619365088005308E+00  4.2402083917298077E+00 -3.4309296123559783E+00
  1.0619365088005308E+00 -4.2402083917298077E+00  3.4309296123559783E+00
  1.0632335651964597E+00  3.7063518469415224E+00 -4.0027512144153086E+00
 -1.0632335651964597E+00 -3.7063518469415224E+00  4.0027512144153086E+00
  1.0618367352316134E+00 -3.7093194880284863E+00  4.0027512144153086E+00
 -1.0618367352316134E+00  3.7093194880284863E+00 -4.0027512144153086E+00
 -1.0619365088005308E+00 -4.2444293150064771E+00 -3.4309296123559783E+00
  1.0619365088005308E+00  4.2444293150064771E+00  3.4309296123559783E+00
  4.9886784458803065E-04  4.7696134748876453E+00 -2.8591080102966488E+00
 -4.9886784458803065E-04 -4.7696134748876453E+00  2.8591080102966488E+00
 -1.0631337916275423E+00  4.2473969560934419E+00  3.4309296123559783E+00
  1.0631337916275423E+00 -4.2473969560934419E+00 -3.4309296123559783E+00
 -4.2507392422696517E+00 -1.0510501489862900E+00  3.4309296123559783E+00
  4.2507392422696517E+00  1.0510501489862900E+00 -3.4309296123559783E+00
  1.0618367352316134E+00  3.7147385053657627E+00  4.0027512144153086E+00
 -1.0618367352316134E+00 -3.7147385053657627E+00 -4.0027512144153086E+00
 -4.2495419594426407E+00 -1.0582387133499243E+00 -3.4309296123559783E+00
  4.2495419594426407E+00  1.0582387133499243E+00  3.4309296123559783E+00
 -1.5939024988899724E+00 -5.3000737888646521E+00  5.7182160205932975E-01
  1.5939024988899724E+00  5.3000737888646521E+00 -5.7182160205932975E-01
  4.2495419594426407E+00 -1.0629207133341469E+00  3.4309296123559783E+00
 -4.2495419594426407E+00  1.0629207133341469E+00 -3.4309296123559783E+00
  8.9796212025845519E-04  2.1157680034113455E+00 -5.1463944185339674E+00
 -8.9796212025845519E-04 -2.1157680034113455E+00  5.1463944185339674E+00
  3.7195714407315510E+00  1.0511930122277280E+00 -4.0027512144153086E+00
 -3.7195714407315510E+00 -1.0511930122277280E+00  4.0027512144153086E+00
  3.7181746107667046E+00  1.0595796706519682E+00  4.0027512144153086E+00
 -3.7181746107667046E+00 -1.0595796706519682E+00 -4.0027512144153086E+00
 -1.5937029517521373E+00 -5.3012718829252572E+00 -5.7182160205932975E-01
  1.5937029517521373E+00  5.3012718829252572E+00  5.7182160205932975E-01
 -3.7181746107667046E+00  1.0615797560321030E+00 -4.0027512144153086E+00
  3.7181746107667046E+00 -1.0615797560321030E+00  4.0027512144153086E+00
 -1.0632335651964597E+00  3.7177061464527266E+00  4.0027512144153086E+00
  1.0632335651964597E+00 -3.7177061464527266E+00 -4.0027512144153086E+00
  4.9886784458803065E-04 -4.7756039451906744E+00 -2.8591080102966488E+00
 -4.9886784458803065E-04  4.7756039451906744E+00  2.8591080102966488E+00
 -4.2507392422696517E+00  1.0701092776977812E+00  3.4309296123559783E+00
  4.2507392422696517E+00 -1.0701092776977812E+00 -3.4309296123559783E+00
  2.1241723383078148E+00  2.4237821857615578E-03  5.1463944185339674E+00
 -2.1241723383078148E+00 -2.4237821857615578E-03 -5.1463944185339674E+00
  3.7195714407315510E+00 -1.0699664144563432E+00 -4.0027512144153086E+00
 -3.7195714407315510E+00  1.0699664144563432E+00  4.0027512144153086E+00
 -1.5937029517521373E+00  5.3045252504950993E+00 -5.7182160205932975E-01
  1.5937029517521373E+00 -5.3045252504950993E+00  5.7182160205932975E-01
  2.1259682625483314E+00 -8.3590643596901174E-03 -5.1463944185339674E+00
 -2.1259682625483314E+00  8.3590643596901174E-03  5.1463944185339674E+00
  8.9796212025845519E-04 -2.1265508499567969E+00 -5.1463944185339674E+00
 -8.9796212025845519E-04  2.1265508499567969E+00  5.1463944185339674E+00
 -1.5939024988899724E+00  5.3057233445557044E+00  5.7182160205932975E-01
  1.5939024988899724E+00 -5.3057233445557044E+00 -5.7182160205932975E-01
  7.9818855134084908E-04  3.1769467637836835E+00 -4.5745728164746380E+00
 -7.9818855134084908E-04 -3.1769467637836835E+00  4.5745728164746380E+00
  4.7809093081185763E+00 -3.6819572941552752E-03  2.8591080102966488E+00
 -4.7809093081185763E+00  3.6819572941552752E-03 -2.8591080102966488E+00
 -4.7819070438077524E+00  9.6724275971839854E-03  2.8591080102966488E+00
  4.7819070438077524E+00 -9.6724275971839854E-03 -2.8591080102966488E+00
 -2.9932070675281843E-04 -5.3011014256192697E+00  1.7154648061779891E+00
  2.9932070675281843E-04  5.3011014256192697E+00 -1.7154648061779891E+00
 -3.1879047713488626E+00 -4.2360702506467875E+00  1.7154648061779891E+00
  3.1879047713488626E+00  4.2360702506467875E+00 -1.7154648061779891E+00
 -5.3127755246391004E+00 -1.5828514202653399E+00  5.7182160205932975E-01
  5.3127755246391004E+00  1.5828514202653399E+00 -5.7182160205932975E-01
 -5.3125759775012655E+00 -1.5840495143259454E+00 -5.7182160205932975E-01
  5.3125759775012655E+00  1.5840495143259454E+00  5.7182160205932975E-01
  3.1873061299353567E+00  4.2396645328286047E+00  1.7154648061779891E+00
 -3.1873061299353567E+00 -4.2396645328286047E+00 -1.7154648061779891E+00
  7.9818855134084908E-04 -3.1865315162685297E+00 -4.5745728164746380E+00
 -7.9818855134084908E-04  3.1865315162685297E+00  4.5745728164746380E+00
  3.1868072620907686E+00  3.4091461197654723E-04  4.5745728164746380E+00
 -3.1868072620907686E+00 -3.4091461197654723E-04 -4.5745728164746380E+00
 -2.9932070675281843E-04  5.3046957078010868E+00  1.7154648061779891E+00
  2.9932070675281843E-04 -5.3046957078010868E+00 -1.7154648061779891E+00
  4.2504399215628990E+00  3.1740067167612693E+00 -1.7154648061779891E+00
 -4.2504399215628990E+00 -3.1740067167612693E+00  1.7154648061779891E+00
  3.1884036391934507E+00 -9.2438378728693874E-03 -4.5745728164746380E+00
 -3.1884036391934507E+00  9.2438378728693874E-03  4.5745728164746380E+00
  2.6565374226729266E+00  4.7677010646198488E+00 -1.1436432041186595E+00
 -2.6565374226729266E+00 -4.7677010646198488E+00  1.1436432041186595E+00
 -4.2498412801493934E+00 -3.1776009989430865E+00 -1.7154648061779891E+00
  4.2498412801493934E+00  3.1776009989430865E+00  1.7154648061779891E+00
  5.3125759775012655E+00 -1.5976896257001612E+00  5.7182160205932975E-01
 -5.3125759775012655E+00  1.5976896257001612E+00 -5.7182160205932975E-01
 -5.3127755246391004E+00  1.5988877197607667E+00  5.7182160205932975E-01
  5.3127755246391004E+00 -1.5988877197607667E+00 -5.7182160205932975E-01
 -2.6561383283972559E+00 -4.7700972527410608E+00 -1.1436432041186595E+00
  2.6561383283972559E+00  4.7700972527410608E+00  1.1436432041186595E+00
 -3.1873061299353567E+00  4.2449731739076801E+00 -1.7154648061779891E+00
  3.1873061299353567E+00 -4.2449731739076801E+00  1.7154648061779891E+00
 -4.2498412801493934E+00  3.1858772811091267E+00 -1.7154648061779891E+00
  4.2498412801493934E+00 -3.1858772811091267E+00  1.7154648061779891E+00
 -3.1879047713488626E+00  4.2485674560894973E+00  1.7154648061779891E+00
  3.1879047713488626E+00 -4.2485674560894973E+00 -1.7154648061779891E+00
  4.7816077231009997E+00  2.6435739968488141E+00 -1.1436432041186595E+00
 -4.7816077231009997E+00 -2.6435739968488141E+00  1.1436432041186595E+00
 -5.3123764303634298E+00  5.6219616265020872E-03 -1.7154648061779891E+00
  5.3123764303634298E+00 -5.6219616265020872E-03  1.7154648061779891E+00
  2.6561383283972559E+00 -4.7751201673372590E+00  1.1436432041186595E+00
 -2.6561383283972559E+00  4.7751201673372590E+00 -1.1436432041186595E+00
 -4.7812086288253290E+00 -2.6459701849700252E+00 -1.1436432041186595E+00
  4.7812086288253290E+00  2.6459701849700252E+00  1.1436432041186595E+00
 -5.3129750717769353E+00  9.2162438083193132E-03  1.7154648061779891E+00
  5.3129750717769353E+00 -9.2162438083193132E-03 -1.7154648061779891E+00
 -4.2504399215628990E+00  3.1894715632909438E+00  1.7154648061779891E+00
  4.2504399215628990E+00 -3.1894715632909438E+00 -1.7154648061779891E+00
  2.6565374226729266E+00 -4.7775163554584710E+00 -1.1436432041186595E+00
 -2.6565374226729266E+00  4.7775163554584710E+00  1.1436432041186595E+00
  5.3176644295160636E-01  4.7688715646159041E+00 -2.8591080102966488E+00
 -5.3176644295160636E-01 -4.7688715646159041E+00  2.8591080102966488E+00
 -5.3076870726243019E-01  4.7703553851593865E+00 -2.8591080102966488E+00
  5.3076870726243019E-01 -4.7703553851593865E+00  2.8591080102966488E+00
  4.7812086288253290E+00 -2.6569283817401530E+00  1.1436432041186595E+00
 -4.7812086288253290E+00  2.6569283817401530E+00 -1.1436432041186595E+00
  5.3216553722727677E-01  2.1150260931396043E+00 -5.1463944185339674E+00
 -5.3216553722727677E-01 -2.1150260931396043E+00  5.1463944185339674E+00
 -4.7816077231009997E+00  2.6593245698613641E+00  1.1436432041186595E+00
  4.7816077231009997E+00 -2.6593245698613641E+00 -1.1436432041186595E+00
  5.3036961298675978E-01 -2.1165099136830867E+00  5.1463944185339674E+00
 -5.3036961298675978E-01  2.1165099136830867E+00 -5.1463944185339674E+00
  5.3076870726243019E-01  4.7748620349189332E+00  2.8591080102966488E+00
 -5.3076870726243019E-01 -4.7748620349189332E+00 -2.8591080102966488E+00
 -5.3176644295160636E-01  4.7763458554624156E+00  2.8591080102966488E+00
  5.3176644295160636E-01 -4.7763458554624156E+00 -2.8591080102966488E+00
  2.1241723383078148E+00 -5.2786607448525624E-01  5.1463944185339674E+00
 -2.1241723383078148E+00  5.2786607448525624E-01 -5.1463944185339674E+00
  2.1259682625483314E+00  5.2193079231132777E-01 -5.1463944185339674E+00
 -2.1259682625483314E+00 -5.2193079231132777E-01  5.1463944185339674E+00
  2.1241723383078148E+00  5.3271363885677936E-01  5.1463944185339674E+00
 -2.1241723383078148E+00 -5.3271363885677936E-01 -5.1463944185339674E+00
  5.3036961298675978E-01  2.1258089396850557E+00  5.1463944185339674E+00
 -5.3036961298675978E-01 -2.1258089396850557E+00 -5.1463944185339674E+00
 -5.3216553722727677E-01  2.1272927602285381E+00  5.1463944185339674E+00
  5.3216553722727677E-01 -2.1272927602285381E+00 -5.1463944185339674E+00
  2.1259682625483314E+00 -5.3864892103070783E-01 -5.1463944185339674E+00
 -2.1259682625483314E+00  5.3864892103070783E-01  5.1463944185339674E+00
  5.3206576365835911E-01  3.1762048535119423E+00 -4.5745728164746380E+00
 -5.3206576365835911E-01 -3.1762048535119423E+00  4.5745728164746380E+00
  5.3046938655567744E-01 -3.1776886740554247E+00  4.5745728164746380E+00
 -5.3046938655567744E-01  3.1776886740554247E+00 -4.5745728164746380E+00
  4.7809093081185763E+00  5.2660789937686248E-01  2.8591080102966488E+00
 -4.7809093081185763E+00 -5.2660789937686248E-01 -2.8591080102966488E+00
 -4.7819070438077524E+00 -5.2061742907383379E-01  2.8591080102966488E+00
  4.7819070438077524E+00  5.2061742907383379E-01 -2.8591080102966488E+00
  4.7809093081185763E+00 -5.3397181396517313E-01  2.8591080102966488E+00
 -4.7809093081185763E+00  5.3397181396517313E-01 -2.8591080102966488E+00
 -5.3156689581377115E-01 -5.3003595153475285E+00  1.7154648061779891E+00
  5.3156689581377115E-01  5.3003595153475285E+00 -1.7154648061779891E+00
  4.7819070438077524E+00 -5.3996228426820181E-01 -2.8591080102966488E+00
 -4.7819070438077524E+00  5.3996228426820181E-01  2.8591080102966488E+00
  5.3096825440026540E-01 -5.3018433358910109E+00  1.7154648061779891E+00
 -5.3096825440026540E-01  5.3018433358910109E+00 -1.7154648061779891E+00
 -5.3096825440026540E-01 -5.3039537975293456E+00 -1.7154648061779891E+00
  5.3096825440026540E-01  5.3039537975293456E+00  1.7154648061779891E+00
  5.3046938655567744E-01  3.1857896059967885E+00  4.5745728164746380E+00
 -5.3046938655567744E-01 -3.1857896059967885E+00 -4.5745728164746380E+00
  3.1868072620907686E+00 -5.2994894205904119E-01  4.5745728164746380E+00
 -3.1868072620907686E+00  5.2994894205904119E-01 -4.5745728164746380E+00
 -3.1868072620907686E+00 -5.3063077128299441E-01 -4.5745728164746380E+00
  3.1868072620907686E+00  5.3063077128299441E-01  4.5745728164746380E+00
  3.1884036391934507E+00  5.2104601879814838E-01 -4.5745728164746380E+00
 -3.1884036391934507E+00 -5.2104601879814838E-01  4.5745728164746380E+00
  5.3206576365835911E-01 -3.1872734265402709E+00 -4.5745728164746380E+00
 -5.3206576365835911E-01  3.1872734265402709E+00  4.5745728164746380E+00
  5.3156689581377115E-01 -5.3054376180728280E+00 -1.7154648061779891E+00
 -5.3156689581377115E-01  5.3054376180728280E+00  1.7154648061779891E+00
 -3.1884036391934507E+00  5.3953369454388722E-01  4.5745728164746380E+00
  3.1884036391934507E+00 -5.3953369454388722E-01 -4.5745728164746380E+00
 -5.3123764303634298E+00 -5.2466789504451561E-01 -1.7154648061779891E+00
  5.3123764303634298E+00  5.2466789504451561E-01  1.7154648061779891E+00
  5.3129750717769353E+00  5.2107361286269849E-01 -1.7154648061779891E+00
 -5.3129750717769353E+00 -5.2107361286269849E-01  1.7154648061779891E+00
  5.3123764303634298E+00 -5.3591181829751999E-01  1.7154648061779891E+00
 -5.3123764303634298E+00  5.3591181829751999E-01 -1.7154648061779891E+00
 -5.3129750717769353E+00  5.3950610047933711E-01  1.7154648061779891E+00
  5.3129750717769353E+00 -5.3950610047933711E-01 -1.7154648061779891E+00
 -1.5947006874413132E+00 -1.5832524159251042E+00  5.1463944185339674E+00
  1.5947006874413132E+00  1.5832524159251042E+00 -5.1463944185339674E+00
 -1.5929047632007964E+00  1.5877038775555505E+00 -5.1463944185339674E+00
  1.5929047632007964E+00 -1.5877038775555505E+00  5.1463944185339674E+00
 -1.5929047632007964E+00 -1.5940352624705560E+00 -5.1463944185339674E+00
  1.5929047632007964E+00  1.5940352624705560E+00  5.1463944185339674E+00
  1.5947006874413132E+00 -1.5984867241010023E+00 -5.1463944185339674E+00
 -1.5947006874413132E+00  1.5984867241010023E+00  5.1463944185339674E+00
  3.7188730257491280E+00  4.2371254814659549E+00  0.0000000000000000E+00
 -3.7188730257491280E+00 -4.2371254814659549E+00  0.0000000000000000E+00
  4.2501406008561462E+00  3.7060937145231958E+00  0.0000000000000000E+00
 -4.2501406008561462E+00 -3.7060937145231958E+00  0.0000000000000000E+00
 -3.7188730257491280E+00  4.2475122252703299E+00  0.0000000000000000E+00
  3.7188730257491280E+00 -4.2475122252703299E+00  0.0000000000000000E+00
  4.2501406008561462E+00 -3.7179642788710532E+00  0.0000000000000000E+00
 -4.2501406008561462E+00  3.7179642788710532E+00  0.0000000000000000E+00
 -1.5940022724588900E+00 -5.2994747418343486E+00  1.1436432041186595E+00
  1.5940022724588900E+00  5.2994747418343486E+00 -1.1436432041186595E+00
 -1.5936031781832196E+00 -5.3018709299555606E+00 -1.1436432041186595E+00
  1.5936031781832196E+00  5.3018709299555606E+00  1.1436432041186595E+00
  1.5936031781832196E+00 -5.3039262034647958E+00  1.1436432041186595E+00
 -1.5936031781832196E+00  5.3039262034647958E+00 -1.1436432041186595E+00
  1.5940022724588900E+00 -5.3063223915860078E+00 -1.1436432041186595E+00
 -1.5940022724588900E+00  5.3063223915860078E+00  1.1436432041186595E+00
  3.1882040920556154E+00  3.1736933962138432E+00 -3.4309296123559783E+00
 -3.1882040920556154E+00 -3.1736933962138432E+00  3.4309296123559783E+00
  5.3128752982080183E+00  1.5822523732350369E+00 -1.1436432041186595E+00
 -5.3128752982080183E+00 -1.5822523732350369E+00  1.1436432041186595E+00
  1.0630340180586246E+00  4.7681296543441629E+00 -2.8591080102966488E+00
 -1.0630340180586246E+00 -4.7681296543441629E+00  2.8591080102966488E+00
  5.3124762039323477E+00  1.5846485613562484E+00  1.1436432041186595E+00
 -5.3124762039323477E+00 -1.5846485613562484E+00 -1.1436432041186595E+00
 -3.1870068092286039E+00 -3.1808819605774774E+00 -3.4309296123559783E+00
  3.1870068092286039E+00  3.1808819605774774E+00  3.4309296123559783E+00
 -3.1870068092286039E+00  3.1825963194747358E+00 -3.4309296123559783E+00
  3.1870068092286039E+00 -3.1825963194747358E+00  3.4309296123559783E+00
  3.1881043184866975E+00  3.7045822999151636E+00 -2.8591080102966488E+00
 -3.1881043184866975E+00 -3.7045822999151636E+00  2.8591080102966488E+00
  1.0620362823694485E+00 -4.7710972954311277E+00  2.8591080102966488E+00
 -1.0620362823694485E+00  4.7710972954311277E+00 -2.8591080102966488E+00
 -3.7193718935937161E+00 -3.1735505329724045E+00  2.8591080102966488E+00
  3.7193718935937161E+00  3.1735505329724045E+00 -2.8591080102966488E+00
 -5.3124762039323477E+00  1.5970905786698582E+00 -1.1436432041186595E+00
  5.3124762039323477E+00 -1.5970905786698582E+00  1.1436432041186595E+00
  1.0634331123342950E+00  2.1142841828678636E+00 -5.1463944185339674E+00
 -1.0634331123342950E+00 -2.1142841828678636E+00  5.1463944185339674E+00
  5.3128752982080183E+00 -1.5994867667910697E+00 -1.1436432041186595E+00
 -5.3128752982080183E+00  1.5994867667910697E+00  1.1436432041186595E+00
 -1.0620362823694485E+00 -4.7741201246471920E+00 -2.8591080102966488E+00
  1.0620362823694485E+00  4.7741201246471920E+00  2.8591080102966488E+00
 -1.0616371880937781E+00  2.1172518239548275E+00 -5.1463944185339674E+00
  1.0616371880937781E+00 -2.1172518239548275E+00  5.1463944185339674E+00
 -3.1871065827975218E+00 -3.7105727702181928E+00 -2.8591080102966488E+00
  3.1871065827975218E+00  3.7105727702181928E+00  2.8591080102966488E+00
 -3.7189727993180455E+00 -4.2365264344356524E+00  5.7182160205932975E-01
  3.7189727993180455E+00  4.2365264344356524E+00 -5.7182160205932975E-01
 -3.7183741579045400E+00 -3.1795410032754337E+00 -2.8591080102966488E+00
  3.7183741579045400E+00  3.1795410032754337E+00  2.8591080102966488E+00
 -3.1882040920556154E+00  3.1897848838383700E+00  3.4309296123559783E+00
  3.1882040920556154E+00 -3.1897848838383700E+00 -3.4309296123559783E+00
 -2.1259682625483314E+00 -1.0522206489823454E+00  5.1463944185339674E+00
  2.1259682625483314E+00  1.0522206489823454E+00 -5.1463944185339674E+00
  3.7187732521802102E+00  4.2377245284962575E+00  5.7182160205932975E-01
 -3.7187732521802102E+00 -4.2377245284962575E+00 -5.7182160205932975E-01
 -2.1241723383078148E+00  1.0581559311562740E+00 -5.1463944185339674E+00
  2.1241723383078148E+00 -1.0581559311562740E+00  5.1463944185339674E+00
 -3.1871065827975218E+00  3.7134852231760562E+00 -2.8591080102966488E+00
  3.1871065827975218E+00 -3.7134852231760562E+00  2.8591080102966488E+00
 -4.2502403744250641E+00 -3.7054946674928928E+00  5.7182160205932975E-01
  4.2502403744250641E+00  3.7054946674928928E+00 -5.7182160205932975E-01
  1.0630340180586246E+00 -4.7770877657341568E+00 -2.8591080102966488E+00
 -1.0630340180586246E+00  4.7770877657341568E+00  2.8591080102966488E+00
 -2.1241723383078148E+00 -1.0630034955277972E+00 -5.1463944185339674E+00
  2.1241723383078148E+00  1.0630034955277972E+00  5.1463944185339674E+00
 -1.0616371880937781E+00 -2.1250670294133149E+00 -5.1463944185339674E+00
  1.0616371880937781E+00  2.1250670294133149E+00  5.1463944185339674E+00
  4.2500408272872283E+00  3.7066927615534988E+00  5.7182160205932975E-01
 -4.2500408272872283E+00 -3.7066927615534988E+00 -5.7182160205932975E-01
  3.7183741579045400E+00 -3.1839372767767795E+00  2.8591080102966488E+00
 -3.7183741579045400E+00  3.1839372767767795E+00 -2.8591080102966488E+00
  1.0633333387653774E+00  3.1754629432402015E+00 -4.5745728164746380E+00
 -1.0633333387653774E+00 -3.1754629432402015E+00  4.5745728164746380E+00
 -1.0634331123342950E+00  2.1280346705002788E+00  5.1463944185339674E+00
  1.0634331123342950E+00 -2.1280346705002788E+00 -5.1463944185339674E+00
  4.7819070438077524E+00  1.0509072857448516E+00 -2.8591080102966488E+00
