START MPC DATA
Title
  No title given
File version
 1
 
START DENSITY DATA
Self-consistent charge density in reciprocal space
 -5.2871128684968183E-02 -1.4807675713097704E-01
  1.4807617448270058E-01 -5.2872760905130801E-02
  1.4807617448270063E-01  5.2872760905130649E-02
  5.2868920283572714E-02  1.4807688692828422E-01
  5.2868920283572776E-02 -1.4807688692828430E-01
 -5.2871128684968155E-02  1.4807675713097693E-01
 -1.4808039090771347E-01  5.2870165788546607E-02
 -1.4808015831803234E-01  5.2874796650932858E-02
  5.2873342889541819E-02 -1.4808098576613271E-01
 -1.4808015831803237E-01 -5.2874796650932969E-02
  1.4807776520608773E-01 -5.2872442664137112E-02
 -5.2869051474311653E-02  1.4807860424762825E-01
 -5.2869051474311576E-02 -1.4807860424762831E-01
  5.2873342889541812E-02  1.4808098576613274E-01
  1.4807776520608773E-01  5.2872442664137168E-02
 -1.7060770654675295E-01 -9.3901795936239374E-02
 -1.7060970669553641E-01 -9.3897785437893469E-02
 -9.3901939592215017E-02  1.7060275478692782E-01
  1.7059872599990794E-01 -9.3897436142145962E-02
  9.3900596194202490E-02 -1.7059999416806906E-01
 -9.3894050089866954E-02 -1.7060032888718030E-01
 -1.7060770654675339E-01  9.3901795936237917E-02
 -9.3901939592217140E-02 -1.7060275478692852E-01
 -9.3894050089867759E-02  1.7060032888717944E-01
  9.3891495804752839E-02 -1.7060348335795475E-01
  1.7059872599990644E-01  9.3897436142144852E-02
  1.7060297268456984E-01 -9.3901307506393777E-02
  1.7060297268456789E-01  9.3901307506394902E-02
 -1.7060970669553779E-01  9.3897785437894829E-02
  9.3900596194202351E-02  1.7059999416806992E-01
  9.3891495804753422E-02  1.7060348335795625E-01
 -1.0895898845512066E-01 -3.3291589311867889E-02
 -1.0895974109125879E-01  3.3295500283571977E-02
 -1.0896102445676173E-01  3.3293568151900266E-02
 -1.0896152884783009E-01 -3.3294213545699385E-02
 -1.0895974109125872E-01 -3.3295500283572178E-02
 -1.0895898845512073E-01  3.3291589311867695E-02
 -1.0896152884783011E-01  3.3294213545699426E-02
 -1.0896102445676173E-01 -3.3293568151900210E-02
  1.2090926897050108E-01  1.7009550881665048E-01
 -1.0896165856652341E-01 -3.3291955857747121E-02
 -1.0895851086963354E-01  3.3290311071358741E-02
 -1.0895811861986320E-01 -3.3295404232182267E-02
 -1.0896094278589018E-01  3.3293729546215484E-02
  1.2090733464602758E-01 -1.7009411190174281E-01
  1.2090598853201509E-01  1.7009618768004053E-01
  1.2090926897050122E-01 -1.7009550881665045E-01
  1.2090663135884577E-01  1.7009371614947330E-01
  1.2090598853201522E-01 -1.7009618768004053E-01
  1.2090733464602750E-01  1.7009411190174287E-01
  1.2090440036895643E-01  1.7009755818342698E-01
  1.2090772798091996E-01 -1.7009480175702357E-01
  1.2090752679018388E-01  1.7009395782383424E-01
  1.2091020850098100E-01 -1.7009656923809843E-01
 -1.0896094278589033E-01 -3.3293729546215650E-02
 -1.0895811861986313E-01  3.3295404232182663E-02
  1.2091020850098091E-01  1.7009656923809846E-01
  1.2090752679018398E-01 -1.7009395782383419E-01
 -1.0896165856652368E-01  3.3291955857746823E-02
  1.2090663135884580E-01 -1.7009371614947325E-01
 -1.0895851086963371E-01 -3.3290311071358963E-02
  1.2090440036895649E-01 -1.7009755818342695E-01
  1.2090772798091994E-01  1.7009480175702354E-01
 -3.4269113657359601E-02 -7.6852553044985242E-02
  7.6852123859191393E-02 -3.4268344416709916E-02
 -3.4269113657359705E-02  7.6852553044985200E-02
  7.6852123859191421E-02  3.4268344416709992E-02
  3.4266251683171323E-02 -7.6855251780625092E-02
 -7.6854690505077067E-02  3.4266237299347677E-02
 -7.6854690505077039E-02 -3.4266237299347579E-02
  3.4266251683171253E-02  7.6855251780625286E-02
  1.2680219203613835E-01  7.2403353883182919E-02
 -7.2399625755487987E-02 -1.2680561620348635E-01
 -1.2680210750174353E-01 -7.2403920714540548E-02
  7.6855645155237906E-02 -3.4266851550586001E-02
  1.2680449226593990E-01 -7.2403987354252006E-02
  7.6855645155237753E-02  3.4266851550586057E-02
  7.2400617948916154E-02 -1.2680529715102312E-01
 -7.2402636409696797E-02  1.2680324863475351E-01
  1.2680449226593993E-01  7.2403987354252172E-02
 -7.2402636409696741E-02 -1.2680324863475353E-01
 -7.6856116547514272E-02 -3.4265689568817037E-02
  7.2400100212198573E-02 -1.2680588177549779E-01
 -1.2680598220624142E-01  7.2402714882150512E-02
 -1.2680598220624151E-01 -7.2402714882150637E-02
 -7.6856116547514522E-02  3.4265689568817113E-02
  7.2400100212198545E-02  1.2680588177549779E-01
  3.4265848222929156E-02  7.6854668088060851E-02
 -7.2399625755488098E-02  1.2680561620348638E-01
 -3.4265799997093102E-02 -7.6855653699493043E-02
 -3.4265799997093123E-02  7.6855653699493071E-02
  7.2400617948916127E-02  1.2680529715102309E-01
 -1.2680210750174359E-01  7.2403920714540521E-02
  1.2680219203613843E-01 -7.2403353883182850E-02
  3.4265848222929080E-02 -7.6854668088060810E-02
  6.2408569969797698E-02  3.0155959778330951E-02
  6.2406090394247708E-02 -3.0156949670758118E-02
  6.2406359368295743E-02 -3.0156123463759260E-02
  6.2405728886441206E-02  3.0155836203296836E-02
  6.2407969015365314E-02  3.0155413138247270E-02
  6.2408569969797677E-02 -3.0155959778330819E-02
  6.2408193944251344E-02  3.0155970577248947E-02
  6.2406540282958320E-02 -3.0155233987843814E-02
  6.2408193944251414E-02 -3.0155970577248902E-02
  6.2405728886441136E-02 -3.0155836203296732E-02
  6.2406540282958313E-02  3.0155233987843862E-02
  6.2406359368295736E-02  3.0156123463759319E-02
  6.2407969015365383E-02 -3.0155413138247194E-02
  6.2407589893597425E-02  3.0156773283531394E-02
  6.2407589893597390E-02 -3.0156773283531280E-02
  6.2406090394247701E-02  3.0156949670758194E-02
 -2.1348160156141278E-02 -2.1349265437379347E-02
 -8.6546260894022814E-02 -2.5843157572295228E-01
 -8.6544507817737662E-02 -2.5843119866265513E-01
  2.5843266905652945E-01  8.6545790994068214E-02
  8.6544683878481868E-02  2.5843211216764667E-01
  2.5843235290540068E-01  8.6544628583021185E-02
 -2.5843279749823456E-01 -8.6546091661843863E-02
 -8.6546260894022953E-02  2.5843157572295217E-01
  8.6546286799485034E-02 -2.5843169717389969E-01
 -2.5843304078565071E-01  8.6545388188701083E-02
 -2.5843279749823467E-01  8.6546091661843724E-02
 -8.6544507817737801E-02  2.5843119866265513E-01
  2.1348209968177725E-02 -2.1348652390022552E-02
 -2.1348160156141532E-02  2.1349265437380145E-02
  2.5843266905652945E-01 -8.6545790994068048E-02
  2.1348326523408345E-02 -2.1348947049217512E-02
 -2.1348627896529995E-02  2.1348222306465353E-02
  8.6544683878482090E-02 -2.5843211216764667E-01
  2.5843235290540073E-01 -8.6544628583021047E-02
  8.6546286799484853E-02  2.5843169717389985E-01
 -2.5843304078565066E-01 -8.6545388188701194E-02
  2.1348326523409542E-02  2.1348947049217762E-02
 -2.1348627896529682E-02 -2.1348222306464118E-02
  2.1348209968179044E-02  2.1348652390022902E-02
 -4.3440827833776938E-02  4.1149117205786019E-02
 -4.1149153435118636E-02  4.3440956060812781E-02
 -4.1149153435118567E-02 -4.3440956060812809E-02
 -4.3440827833776924E-02 -4.1149117205786165E-02
  4.3440912022162929E-02 -4.1148563337323939E-02
  4.1149082587519197E-02 -4.3440714814662856E-02
 -4.3440872402979676E-02 -4.1148639672418316E-02
  4.1148953363798889E-02  4.3441186896271300E-02
  4.1148953363798875E-02 -4.3441186896271300E-02
 -4.3440872402979704E-02  4.1148639672418170E-02
 -4.1149033993935748E-02  4.3440657222011750E-02
  4.3440779605998840E-02 -4.1149143721518795E-02
  4.3440779605998847E-02  4.1149143721518754E-02
  4.3440912022162936E-02  4.1148563337323932E-02
 -4.1149033993935602E-02 -4.3440657222011805E-02
  4.1149082587519127E-02  4.3440714814662808E-02
 -2.8809662709066774E-02 -1.9965319145456749E-08
 -2.8809859093529663E-02  1.3265474416175525E-07
 -2.8809859093530076E-02 -1.3265474424458819E-07
 -2.8809662709066430E-02  1.9965318950300606E-08
 -2.8809767826487972E-02 -3.6779660357832847E-08
 -2.8809704788166610E-02  1.1252837623997895E-07
 -2.8809767826488152E-02  3.6779660124282438E-08
 -2.8809704788166381E-02 -1.1252837642102694E-07
  7.1429971409570470E-02  7.7095591757319060E-02
  7.1423857201721744E-02 -7.7103579015919133E-02
 -7.1424107622847066E-02 -7.7105179740093108E-02
 -7.1433276084869310E-02 -7.7098429756997683E-02
  7.1429971409570581E-02 -7.7095591757318699E-02
  7.1423857201721716E-02  7.7103579015919146E-02
  7.1429133915645551E-02 -7.7105040854826126E-02
 -7.1431894886486449E-02 -7.7102236943216829E-02
 -7.1424107622846983E-02  7.7105179740093080E-02
  7.1429133915645815E-02  7.7105040854825932E-02
  7.1423454957982344E-02  7.7097989550313828E-02
 -7.1425414535150861E-02  7.7097561588998137E-02
 -7.1433276084869587E-02  7.7098429756997752E-02
 -7.1425414535150833E-02 -7.7097561588998054E-02
  7.1423454957982552E-02 -7.7097989550313731E-02
 -7.1431894886486519E-02  7.7102236943216829E-02
  4.4200095701767840E-02  1.4712950623895413E-01
 -1.4712896120823640E-01  4.4199883879803073E-02
  4.4200095701768922E-02 -1.4712950623895416E-01
 -1.4712896120823638E-01 -4.4199883879804190E-02
  1.4712943973740814E-01 -4.4201505377293900E-02
 -4.4200216768965357E-02  1.4712937766046277E-01
 -1.4712987576996450E-01  4.4201405671187098E-02
 -4.4200216768965510E-02 -1.4712937766046374E-01
  1.4713019699692872E-01  4.4200219151762372E-02
  4.4200704874397125E-02  1.4713026565196657E-01
 -4.4201224850112013E-02 -1.4712830356159690E-01
 -1.4712987576996422E-01 -4.4201405671188222E-02
  1.4713019699692964E-01 -4.4200219151762428E-02
  4.4200704874398630E-02 -1.4713026565196663E-01
 -4.4201224850111638E-02  1.4712830356159562E-01
  1.4712943973740697E-01  4.4201505377293719E-02
  2.8417131582859340E-01 -2.0000266898229382E-02
 -2.0000931920279779E-02 -2.8417171362945115E-01
  2.8417131582859406E-01  2.0000266898229844E-02
  2.0000961562010398E-02 -2.8417190043607998E-01
 -2.8417109241808447E-01  2.0000665800943250E-02
 -2.0000931920279231E-02  2.8417171362945132E-01
 -2.8417109241808480E-01 -2.0000665800943181E-02
  2.0000961562009541E-02  2.8417190043607954E-01
 -2.0000518465294513E-02 -2.8417160014810378E-01
 -2.8417113632770447E-01 -2.0000659709574004E-02
 -2.8417113632770413E-01  2.0000659709574303E-02
 -2.0000518465294111E-02  2.8417160014810411E-01
  2.0000521571902106E-02  2.8417205116878808E-01
  2.8417133626820062E-01  2.0000131597292744E-02
  2.8417133626820024E-01 -2.0000131597292171E-02
  2.0000521571902692E-02 -2.8417205116878852E-01
 -5.7508510142122334E-02 -1.1229375472711696E-01
  5.7505136582565571E-02 -1.1229745205158539E-01
  5.7508355311073789E-02 -1.1229240326549635E-01
  5.7508037138510659E-02  1.1229542243132051E-01
 -5.7509297980694728E-02 -1.1229326236267936E-01
 -5.7504997874627546E-02  1.1229819154119644E-01
  5.7507906046745126E-02 -1.1229237204383656E-01
 -5.7507920686453655E-02 -1.1229281981191820E-01
 -5.7507920686453794E-02  1.1229281981191815E-01
  5.7507906046745126E-02  1.1229237204383659E-01
  5.7508355311073657E-02  1.1229240326549636E-01
 -5.7509297980694776E-02  1.1229326236267942E-01
  5.7508037138510673E-02 -1.1229542243132051E-01
 -5.7504997874627553E-02 -1.1229819154119652E-01
 -5.7508510142122278E-02  1.1229375472711689E-01
  5.7505136582565446E-02  1.1229745205158523E-01
  1.1816889012569294E-01  7.5511573968576717E-02
  1.1816128291552502E-01 -7.5513609056210962E-02
  1.1816899549707553E-01 -7.5508880741425255E-02
  1.1816889012569322E-01 -7.5511573968576592E-02
  1.1816730449848621E-01 -7.5506085063681519E-02
  1.1816602583016959E-01 -7.5513326295351207E-02
  1.1816128291552523E-01  7.5513609056211281E-02
  1.1816730449848632E-01  7.5506085063681519E-02
  1.1816873995900751E-01 -7.5508219396210927E-02
  1.1816252022079332E-01 -7.5504766531857628E-02
  1.1816547753040961E-01  7.5503909708736619E-02
  1.1816602583016901E-01  7.5513326295351374E-02
  1.1816899549707571E-01  7.5508880741425269E-02
  1.1816547753040979E-01 -7.5503909708736439E-02
  1.1816252022079354E-01  7.5504766531857795E-02
  1.1816873995900752E-01  7.5508219396211440E-02
  2.1101327498436063E-02  5.2693244223768192E-02
 -2.1101164128410354E-02  5.2692972147603927E-02
  2.1100211282054932E-02  5.2693523469994834E-02
 -2.1101266226059637E-02  5.2695159300275837E-02
  2.1101170114374384E-02 -5.2693963279010471E-02
 -2.1099744926645302E-02 -5.2695782920132411E-02
 -2.1101164128410361E-02 -5.2692972147603559E-02
  2.1101327498436448E-02 -5.2693244223768115E-02
  2.1098296887105808E-02 -5.2695371612534174E-02
 -2.1100125149583201E-02 -5.2693374203957533E-02
 -2.1100125149583485E-02  5.2693374203957505E-02
  2.1101170114374564E-02  5.2693963279010471E-02
 -2.1099744926645143E-02  5.2695782920132508E-02
  2.1100211282055172E-02 -5.2693523469994841E-02
 -2.1101266226059359E-02 -5.2695159300275858E-02
  2.1098296887105739E-02  5.2695371612533945E-02
  1.0738261929915020E-01 -1.2732317401298437E-06
 -1.0738171124264480E-01 -1.7799220429278456E-06
 -1.0738171124264477E-01  1.7799220428991846E-06
  1.0738261929915020E-01  1.2732317401821759E-06
 -1.0738193164908190E-01 -8.5783105680848211E-07
  1.0737953801940618E-01 -1.0880945253851069E-06
 -1.0738193164908194E-01  8.5783105676091963E-07
  1.0737953801940615E-01  1.0880945254566699E-06
  1.8536863395384956E-01  8.7868078360989643E-02
 -8.7869909032697549E-02 -1.8537254462540437E-01
 -1.8536765883551864E-01  8.7875003340238289E-02
 -8.7869909032697618E-02  1.8537254462540423E-01
 -8.7867884755546619E-02 -1.8536834848078226E-01
 -1.8536765883551870E-01 -8.7875003340238428E-02
 -1.8536607966676841E-01 -8.7866573172222184E-02
  1.8536803903183466E-01  8.7876414614857942E-02
  8.7871988508400736E-02  1.8537251120825812E-01
  8.7871988508400778E-02 -1.8537251120825804E-01
  1.8536803903183466E-01 -8.7876414614857873E-02
 -1.8536607966676846E-01  8.7866573172222046E-02
  8.7876527285533176E-02 -1.8536643619930226E-01
 -8.7867884755546688E-02  1.8536834848078204E-01
  1.8536863395384964E-01 -8.7868078360989782E-02
  8.7876527285533051E-02  1.8536643619930215E-01
  3.6710485514501803E-02 -1.4121093114977131E-02
  3.6710765835339457E-02 -1.4121043335831768E-02
 -3.6711020504119292E-02  1.4121936554652043E-02
  3.6710344026592012E-02  1.4121179636391196E-02
 -3.6710213937814519E-02  1.4121831105532943E-02
  3.6710485514501776E-02  1.4121093114977015E-02
 -3.6710371419620774E-02  1.4122112044656852E-02
 -3.6711258324698966E-02 -1.4121528840622061E-02
  3.6710765835339387E-02  1.4121043335831661E-02
  3.6710547528267759E-02  1.4121256416419804E-02
  3.6710547528267856E-02 -1.4121256416419939E-02
 -3.6711258324698987E-02  1.4121528840622023E-02
 -3.6710371419620608E-02 -1.4122112044656807E-02
 -3.6710213937814415E-02 -1.4121831105532926E-02
  3.6710344026592089E-02 -1.4121179636391210E-02
 -3.6711020504119361E-02 -1.4121936554652036E-02
  1.1385357963615200E-01  2.0606526118510469E-02
  2.0608901336912774E-02  1.1385779408735948E-01
 -2.0601051768584826E-02 -1.1385947636406590E-01
  1.1385858458029249E-01 -2.0602925479394452E-02
  2.0608901336912760E-02 -1.1385779408735947E-01
 -1.1385472455661719E-01 -2.0603353001031614E-02
 -1.1385472455661715E-01  2.0603353001031562E-02
 -1.1385922151020857E-01  2.0607686697470783E-02
 -2.0602730196646768E-02 -1.1386018655667673E-01
  2.0606526369106773E-02 -1.1386084610809252E-01
  2.0606526369106669E-02  1.1386084610809255E-01
 -1.1385922151020851E-01 -2.0607686697470883E-02
 -2.0602730196646851E-02  1.1386018655667671E-01
 -2.0601051768584747E-02  1.1385947636406599E-01
  1.1385357963615204E-01 -2.0606526118510445E-02
  1.1385858458029245E-01  2.0602925479394452E-02
 -4.7966625642276058E-02  2.0113493946561370E-01
 -4.7968171936686677E-02 -2.0112944798327395E-01
 -4.7967035647105583E-02  2.0113281478507528E-01
 -4.7967035647105499E-02 -2.0113281478507525E-01
 -4.7966625642275919E-02 -2.0113493946561370E-01
 -4.7968171936686760E-02  2.0112944798327390E-01
 -4.7966307300371103E-02  2.0113382011206818E-01
 -4.7966307300370971E-02 -2.0113382011206823E-01
 -4.7971472114569161E-02  2.0113122891375756E-01
 -4.7967255812382995E-02 -2.0113144084837742E-01
 -4.7965825585487128E-02  2.0113020958379491E-01
 -4.7967255812383043E-02  2.0113144084837734E-01
 -4.7972536513426728E-02  2.0113076335616101E-01
 -4.7965825585486954E-02 -2.0113020958379493E-01
 -4.7972536513426652E-02 -2.0113076335616106E-01
 -4.7971472114569036E-02 -2.0113122891375759E-01
  3.8541904973965833E-02  1.7161662415146986E-01
  1.7161079686393413E-01  3.8544552448735711E-02
 -1.7161339662241817E-01  3.8532794140795461E-02
  3.8544245537355575E-02 -1.7161372453022086E-01
  1.7161079686393355E-01 -3.8544552448735378E-02
  3.8541904973966250E-02 -1.7161662415146947E-01
 -1.7161339662241815E-01 -3.8532794140796363E-02
  3.8544245537354797E-02  1.7161372453022053E-01
 -3.8536301804084086E-02 -1.7161668863779267E-01
 -1.7161348127099832E-01 -3.8543380360546019E-02
  1.7161150995050803E-01 -3.8533939265856590E-02
 -3.8533748715357023E-02  1.7161296938475004E-01
 -1.7161348127099788E-01  3.8543380360546019E-02
 -3.8533748715356399E-02 -1.7161296938474990E-01
 -3.8536301804084350E-02  1.7161668863779261E-01
  1.7161150995050778E-01  3.8533939265857145E-02
 -1.9612017319918115E-01  1.0126661628202541E-01
  1.9611835044298195E-01  1.0127021484125712E-01
 -1.9611685571077361E-01 -1.0126886542786157E-01
 -1.9612073634297034E-01 -1.0127059347643518E-01
  1.9612010717696912E-01 -1.0126562231214120E-01
  1.9612171576748749E-01 -1.0126854386650491E-01
  1.9612106357741962E-01 -1.0126686793016859E-01
 -1.9611844475593709E-01 -1.0126758841035984E-01
 -1.9612017319918132E-01 -1.0126661628202555E-01
  1.9611835044298206E-01 -1.0127021484125706E-01
 -1.9612073634297036E-01  1.0127059347643515E-01
  1.9612171576748744E-01  1.0126854386650487E-01
  1.9612010717696907E-01  1.0126562231214116E-01
 -1.9611685571077353E-01  1.0126886542786127E-01
 -1.9611844475593720E-01  1.0126758841035975E-01
  1.9612106357741954E-01  1.0126686793016872E-01
 -4.7446511750145318E-02 -7.5342383217847697E-02
  4.7445947477568834E-02  7.5343841830705360E-02
 -7.5342945725190735E-02 -4.7445473695909887E-02
  7.5342705041317515E-02 -4.7445971268975644E-02
 -4.7446511750145387E-02  7.5342383217847808E-02
 -7.5342945725190763E-02  4.7445473695909846E-02
  4.7445947477568862E-02 -7.5343841830705277E-02
  7.5342705041317570E-02  4.7445971268975685E-02
 -4.7447454131508943E-02  7.5342776738354086E-02
 -7.5343007464770684E-02  4.7447658166014067E-02
  7.5341963898113665E-02 -4.7446256168738141E-02
  4.7448662486256503E-02 -7.5343903564143805E-02
 -4.7447454131508943E-02 -7.5342776738354100E-02
 -7.5343007464770587E-02 -4.7447658166014144E-02
  7.5341963898113706E-02  4.7446256168738217E-02
  4.7448662486256475E-02  7.5343903564143958E-02
  8.5945119895599276E-02 -2.4583413985602740E-02
 -8.5944697743916526E-02  2.4582260994069183E-02
 -8.5946346372785781E-02  2.4583030173277166E-02
  8.5946132132675518E-02  2.4582915577398484E-02
 -8.5946346372785892E-02 -2.4583030173277339E-02
 -8.5945341154621935E-02  2.4581322534300641E-02
 -8.5944697743916568E-02 -2.4582260994069252E-02
  8.5945119895599428E-02  2.4583413985602827E-02
 -8.5945341154622018E-02 -2.4581322534300558E-02
  8.5944449633130235E-02 -2.4581276920804414E-02
  8.5944449633130179E-02  2.4581276920804526E-02
 -8.5945055315493665E-02  2.4581743840245217E-02
  8.5946325976113583E-02  2.4582123171922564E-02
  8.5946325976113555E-02 -2.4582123171922557E-02
 -8.5945055315493693E-02 -2.4581743840245363E-02
  8.5946132132675587E-02 -2.4582915577398314E-02
 -1.8214722380011913E-01  1.4235439372067121E-02
  1.8214525742577686E-01  1.4234307286503928E-02
  1.8214678695299014E-01 -1.4234762250904144E-02
  1.8214525742577686E-01 -1.4234307286503853E-02
 -1.8214722380011911E-01 -1.4235439372067187E-02
 -1.8214609206429630E-01 -1.4233845870918915E-02
 -1.8214538659228480E-01 -1.4236063893015781E-02
  1.8214671046383898E-01 -1.4235025564861579E-02
 -1.8214670212411488E-01  1.4234127051096114E-02
  1.8214507539048566E-01  1.4235517697449318E-02
 -1.8214538659228477E-01  1.4236063893015708E-02
  1.8214671046383890E-01  1.4235025564861619E-02
 -1.8214670212411488E-01 -1.4234127051096229E-02
  1.8214507539048569E-01 -1.4235517697449233E-02
  1.8214678695299011E-01  1.4234762250904219E-02
 -1.8214609206429633E-01  1.4233845870918801E-02
  2.8711592920300100E-01 -5.9124605404455516E-03
  2.8711594947223007E-01  5.9112182386439017E-03
  2.8711559252239205E-01  5.9115386359522371E-03
  2.8711592920300089E-01  5.9124605404455959E-03
  2.8711603549441950E-01 -5.9123257282530980E-03
  2.8711594947222996E-01 -5.9112182386438427E-03
  2.8711613785988443E-01  5.9116402879273956E-03
  2.8711559252239210E-01 -5.9115386359522319E-03
  2.8711557446654490E-01  5.9124153280658929E-03
  2.8711613785988438E-01 -5.9116402879274060E-03
  2.8711571095104149E-01  5.9111776107244269E-03
  2.8711590978306306E-01 -5.9124861610866768E-03
  2.8711603549441944E-01  5.9123257282531656E-03
  2.8711590978306312E-01  5.9124861610867175E-03
  2.8711571095104160E-01 -5.9111776107243297E-03
  2.8711557446654495E-01 -5.9124153280657697E-03
  1.7779054582242906E-01  6.2011345201057347E-02
 -6.2011884301367316E-02 -1.7778750058315435E-01
  6.2012900762361940E-02  1.7778721100593689E-01
  1.7779102818613354E-01 -6.2017913479152378E-02
  1.7779102818613354E-01  6.2017913479152462E-02
 -1.7778771169060428E-01  6.2014410710710399E-02
  6.2017558169987372E-02 -1.7778586573104563E-01
 -1.7778771169060423E-01 -6.2014410710710607E-02
  6.2017558169987289E-02  1.7778586573104563E-01
 -6.2011884301367497E-02  1.7778750058315423E-01
  1.7779054582242904E-01 -6.2011345201057229E-02
 -6.2019393568415696E-02  1.7778954546189332E-01
 -1.7778587064789952E-01  6.2016785464187818E-02
 -6.2019393568415578E-02 -1.7778954546189329E-01
 -1.7778587064789947E-01 -6.2016785464188040E-02
  6.2012900762361996E-02 -1.7778721100593695E-01
 -6.0165818252152455E-02  4.4631686635272123E-02
  4.4631228370432263E-02 -6.0166652397736269E-02
 -6.0165619446154381E-02  4.4631367624307423E-02
 -6.0165619446154311E-02 -4.4631367624307375E-02
 -4.4630856513514110E-02 -6.0166731649509177E-02
  6.0169255315738336E-02  4.4634712983151567E-02
  4.4629347470921107E-02  6.0166209443266873E-02
  6.0169255315738253E-02 -4.4634712983151512E-02
  4.4629347470921142E-02 -6.0166209443266956E-02
  6.0169587985957368E-02 -4.4628861501927450E-02
  4.4631228370432270E-02  6.0166652397736241E-02
 -6.0165818252152385E-02 -4.4631686635272089E-02
  6.0169587985957319E-02  4.4628861501927478E-02
 -4.4635070884187319E-02  6.0168149085037537E-02
 -4.4635070884187306E-02 -6.0168149085037634E-02
 -4.4630856513514103E-02  6.0166731649509149E-02
  8.6355586889770408E-02  1.2423885607555930E-01
 -8.6353802997765211E-02  1.2423731887406322E-01
 -8.6352618780241294E-02 -1.2423799503399881E-01
 -8.6352618780241350E-02  1.2423799503399861E-01
 -8.6353802997765045E-02 -1.2423731887406328E-01
  8.6355586889770478E-02 -1.2423885607555936E-01
  8.6354273123541075E-02 -1.2423733068853776E-01
  8.6354273123541075E-02  1.2423733068853776E-01
  8.6355928232890400E-02 -1.2424046552394434E-01
 -8.6355796963337048E-02  1.2423794952356530E-01
 -8.6355796963336992E-02 -1.2423794952356533E-01
  8.6354799596230533E-02 -1.2424035171133198E-01
  8.6354799596230492E-02  1.2424035171133195E-01
  8.6355928232890344E-02  1.2424046552394445E-01
 -8.6354913861219254E-02  1.2423710981298260E-01
 -8.6354913861219254E-02 -1.2423710981298262E-01
 -2.9112127299226531E-01 -7.9107301965090041E-02
  7.9107212166288077E-02  2.9112225500796929E-01
 -2.9112127299226553E-01  7.9107301965090610E-02
 -7.9107683926859768E-02 -2.9112128500459739E-01
  2.9112176697494263E-01  7.9105818517682433E-02
  7.9107212166288313E-02 -2.9112225500796973E-01
 -7.9107683926859421E-02  2.9112128500459727E-01
  2.9112176697494152E-01 -7.9105818517682017E-02
 -2.9112150257194175E-01  7.9107437003891001E-02
 -7.9106063077971495E-02  2.9112116299248225E-01
  2.9112139044783691E-01  7.9106172597668958E-02
 -2.9112150257194164E-01 -7.9107437003890474E-02
  7.9106210102202812E-02  2.9112231835506358E-01
  2.9112139044783636E-01 -7.9106172597668681E-02
  7.9106210102203173E-02 -2.9112231835506408E-01
 -7.9106063077971966E-02 -2.9112116299248236E-01
  9.4606703915360024E-02  7.1746539905580701E-03
 -9.4607729385139172E-02  7.1741438933410912E-03
 -9.4606742473849259E-02 -7.1744723714678091E-03
  9.4607790590358537E-02 -7.1746006624937211E-03
 -9.4607729385140324E-02 -7.1741438933416602E-03
  9.4606703915361093E-02 -7.1746539905571003E-03
  9.4607790590359411E-02  7.1746006624945867E-03
 -9.4606742473850619E-02  7.1744723714671490E-03
  9.4606790366599372E-02 -7.1746210836210944E-03
  9.4607647530318029E-02 -7.1747837500085142E-03
 -9.4607301504512922E-02 -7.1744048562327927E-03
 -9.4607301504514088E-02  7.1744048562320589E-03
  9.4606790366600357E-02  7.1746210836218264E-03
 -9.4607337953896448E-02  7.1742061083602763E-03
 -9.4607337953897488E-02 -7.1742061083610170E-03
  9.4607647530316807E-02  7.1747837500092792E-03
  8.2134671806458850E-02 -8.2140595588795717E-02
  8.2139222483641250E-02 -8.2133692635763755E-02
 -8.2129119092471101E-02  8.2132827129030653E-02
  8.2134671806458795E-02  8.2140595588795579E-02
 -8.2135325071590021E-02 -8.2139798380176057E-02
 -8.2135325071590104E-02  8.2139798380176154E-02
  8.2139222483641347E-02  8.2133692635763728E-02
 -8.2129119092471170E-02 -8.2132827129030569E-02
 -3.1935282033130313E-02  2.0271570319737492E-01
 -3.1930237455550424E-02  2.0271748744096671E-01
 -3.1932413889143065E-02 -2.0270907752819040E-01
 -3.1932413889142995E-02  2.0270907752819040E-01
 -3.1935282033130077E-02 -2.0271570319737486E-01
 -3.1935681830295361E-02 -2.0270893442319549E-01
 -3.1931738687441778E-02  2.0271848863444464E-01
 -3.1930237455550424E-02 -2.0271748744096679E-01
 -3.1935942468293642E-02  2.0271213327724516E-01
 -3.1935942468293614E-02 -2.0271213327724510E-01
 -3.1931738687441737E-02 -2.0271848863444467E-01
 -3.1935681830295805E-02  2.0270893442319571E-01
 -3.1930622813000041E-02 -2.0270802586893361E-01
 -3.1930622813000166E-02  2.0270802586893349E-01
 -3.1937625251857726E-02  2.0271339495906254E-01
 -3.1937625251857574E-02 -2.0271339495906254E-01
  6.6890848654177507E-02 -1.9758358376876379E-06
 -2.9447415282205926E-06 -6.6890586428008644E-02
 -7.5843987913686183E-07 -6.6889468692517828E-02
 -6.6882291243494971E-02 -6.3985161560280766E-07
 -2.9447415282674098E-06  6.6890586428008658E-02
  6.6890848654177548E-02  1.9758358377530962E-06
 -6.6882291243494943E-02  6.3985161551379011E-07
 -7.5843987919840036E-07  6.6889468692517731E-02
  1.5528104113036026E-02  1.1408349795941054E-01
